Week,Gross,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Capacity,Show_Name,Type,Year,Month,Season
5/25/14,408945,771400,0.5301,78.34,142,5220,5872,0.889,Violet,Musical,2014,5,Spring
5/25/14,694545,1049036,0.6621,93.34,225,7441,7920,0.94,Pippin,Musical,2014,5,Spring
5/25/14,574689,995336,0.5774,83.35,197,6895,8288,0.832,After Midnight,Musical,2014,5,Spring
5/25/14,574791,716608,0.8021,90.59,223,6345,6976,0.91,The Realistic Joneses,Play,2014,5,Spring
5/25/14,326452,535999,0.6091,80.71,197,4045,4664,0.867,Rock Of Ages,Musical,2014,5,Spring
5/25/14,2006651,2153132,0.932,147.5,197.5,13604,13600,1,The Lion King,Musical,2014,5,Spring
5/25/14,1117446,1344604,0.8311,104.26,273,10718,11272,0.951,Les Mis Rables,Musical,2014,5,Spring
5/25/14,1198950,1093160,1.0968,143.28,348,8368,8368,1,A Raisin In The Sun,Play,2014,5,Spring
6/1/14,627670,965202,0.6503,73.21,199,8573,9480,0.904,Newsies,Musical,2014,6,Summer
6/1/14,964875,1372931,0.7028,84.82,200,11376,12840,0.886,The Phantom Of The Opera,Musical,2014,6,Summer
6/1/14,492306,623450,0.7896,111.1,300,4431,4774,0.928,Lady Day At Emerson S Bar Grill,Musical,2014,6,Summer
6/1/14,1196720,1361728,0.8788,86.78,252.5,13790,13784,1,Aladdin,Musical,2014,6,Summer
6/1/14,488036,1049036,0.4652,88.06,225,5542,7920,0.7,Pippin,Musical,2014,6,Summer
6/1/14,958439,1344604,0.7128,97.68,273,9812,11272,0.87,Les Mis Rables,Musical,2014,6,Summer
6/1/14,502637,970200,0.5181,85.92,248,5850,8584,0.682,The Cripple Of Inishmaan,Play,2014,6,Summer
6/1/14,718220,1516040,0.4737,89.9,252,7989,13040,0.613,Bullets Over Broadway,Musical,2014,6,Summer
6/1/14,929137,1417100,0.6557,98.1,250,9471,12056,0.786,Motown The Musical,Musical,2014,6,Summer
6/1/14,395328,1085920,0.364,71.46,135,5532,8672,0.638,Act One,Play,2014,6,Summer
6/1/14,425333,928638,0.458,80.51,197.5,5283,8472,0.624,Once,Musical,2014,6,Summer
6/1/14,432608,716608,0.6037,80.53,223,5372,6976,0.77,The Realistic Joneses,Play,2014,6,Summer
6/1/14,483964,995336,0.4862,82.01,197,5901,8288,0.712,After Midnight,Musical,2014,6,Summer
6/1/14,365403,771400,0.4737,76.6,142,4770,5872,0.812,Violet,Musical,2014,6,Summer
6/1/14,1804729,1681127,1.0735,123.02,300,14670,15184,0.966,Wicked,Musical,2014,6,Summer
6/1/14,1358527,1486772,0.9137,123.84,349,10970,11392,0.963,Kinky Boots,Musical,2014,6,Summer
6/1/14,695419,1146588,0.6065,98.03,237,7094,9824,0.722,Jersey Boys,Musical,2014,6,Summer
6/1/14,949295,1274820,0.7447,90.16,250,10529,11456,0.919,Matilda,Musical,2014,6,Summer
6/1/14,912915,1368240,0.6672,112,225,8151,11376,0.717,All The Way,Play,2014,6,Summer
6/1/14,1185576,1093160,1.0845,141.68,348,8368,8368,1,A Raisin In The Sun,Play,2014,6,Summer
6/1/14,700979,892240,0.7856,96.08,250,7296,7256,1.006,A Gentleman S Guide To Love And Murder,Musical,2014,6,Summer
6/1/14,159811,767440,0.2082,60.1,225,2659,6416,0.414,Mothers And Sons,Play,2014,6,Summer
6/1/14,765328,984920,0.777,108.93,162,7026,7144,0.983,Cabaret,Musical,2014,6,Summer
6/1/14,1628410,1390976,1.1707,186.06,477,8752,8528,1.026,The Book Of Mormon,Musical,2014,6,Summer
6/1/14,979243,834413,1.1736,135.78,248,7212,7049,1.023,Hedwig And The Angry Inch,Musical,2014,6,Summer
6/1/14,652931,1263088,0.5169,85.31,248,7654,12128,0.631,Rocky,Musical,2014,6,Summer
6/1/14,291010,535999,0.5429,78.74,197,3696,4664,0.792,Rock Of Ages,Musical,2014,6,Summer
6/1/14,245811,586096,0.4194,62.79,125,3915,5152,0.76,Casa Valentina,Play,2014,6,Summer
6/1/14,803260,943977,0.8509,98.2,223,8180,8584,0.953,Of Mice And Men,Play,2014,6,Summer
6/1/14,753836,1613840,0.4671,77.65,297,9708,14008,0.693,Cinderella,Musical,2014,6,Summer
6/1/14,511901,994068,0.515,82.76,186,6185,8640,0.716,Chicago,Musical,2014,6,Summer
6/1/14,801212,1290160,0.621,90.59,223,8844,10488,0.843,If Then,Musical,2014,6,Summer
6/1/14,1079349,1178736,0.9157,131.18,275,8228,8208,1.002,Beautiful,Musical,2014,6,Summer
6/1/14,1959485,2041390,0.9599,144.38,197.5,13572,13600,0.998,The Lion King,Musical,2014,6,Summer
6/1/14,683342,1121208,0.6095,86.08,225,7938,9328,0.851,Mamma Mia ,Musical,2014,6,Summer
6/8/14,940550,1368240,0.6874,117.77,225,7986,11376,0.702,All The Way,Play,2014,6,Summer
6/8/14,382910,623450,0.6142,96.43,300,3971,4774,0.832,Lady Day At Emerson S Bar Grill,Musical,2014,6,Summer
6/8/14,197920,767440,0.2579,70.31,225,2815,6416,0.439,Mothers And Sons,Play,2014,6,Summer
6/8/14,1226464,1093160,1.1219,146.57,348,8368,8368,1,A Raisin In The Sun,Play,2014,6,Summer
6/8/14,636215,980092,0.6491,74.78,199,8508,9480,0.897,Newsies,Musical,2014,6,Summer
6/8/14,764761,943977,0.8101,96.39,223,7934,8584,0.924,Of Mice And Men,Play,2014,6,Summer
6/8/14,1152112,1178736,0.9774,139.6,275,8253,8208,1.005,Beautiful,Musical,2014,6,Summer
6/8/14,1021708,829803,1.2313,141.51,248,7220,7049,1.024,Hedwig And The Angry Inch,Musical,2014,6,Summer
6/8/14,594226,1121208,0.53,84.35,225,7045,9328,0.755,Mamma Mia ,Musical,2014,6,Summer
6/8/14,617990,1258924,0.4909,82.92,248,7453,12128,0.615,Rocky,Musical,2014,6,Summer
6/8/14,546947,970200,0.5637,89.75,248,6094,8584,0.71,The Cripple Of Inishmaan,Play,2014,6,Summer
6/8/14,451792,994068,0.4545,78.81,186,5733,8640,0.664,Chicago,Musical,2014,6,Summer
6/8/14,715475,1146588,0.624,98.82,237,7240,9824,0.737,Jersey Boys,Musical,2014,6,Summer
6/8/14,908099,1417100,0.6408,100.41,250,9044,12056,0.75,Motown The Musical,Musical,2014,6,Summer
6/8/14,869478,1372931,0.6333,81.74,200,10637,12840,0.828,The Phantom Of The Opera,Musical,2014,6,Summer
6/8/14,762132,984920,0.7738,108.91,162,6998,7144,0.98,Cabaret,Musical,2014,6,Summer
6/8/14,1286953,1402576,0.9176,93.37,252.5,13784,13784,1,Aladdin,Musical,2014,6,Summer
6/8/14,731949,1516040,0.4828,87.71,252,8345,13040,0.64,Bullets Over Broadway,Musical,2014,6,Summer
6/8/14,1374315,1486772,0.9244,124.69,349,11022,11392,0.968,Kinky Boots,Musical,2014,6,Summer
6/8/14,278823,535999,0.5202,81.27,197,3431,4664,0.736,Rock Of Ages,Musical,2014,6,Summer
6/8/14,439011,1085920,0.4043,72.76,135,6034,8672,0.696,Act One,Play,2014,6,Summer
6/8/14,822382,1290160,0.6374,94.32,223,8719,10488,0.831,If Then,Musical,2014,6,Summer
6/8/14,1592249,1390976,1.1447,182.3,477,8734,8528,1.024,The Book Of Mormon,Musical,2014,6,Summer
6/8/14,400932,928638,0.4317,80.75,197.5,4965,8472,0.586,Once,Musical,2014,6,Summer
6/8/14,1949684,1983730,0.9828,144.45,197.5,13497,13600,0.992,The Lion King,Musical,2014,6,Summer
6/8/14,989826,1344604,0.7361,99.98,273,9900,11272,0.878,Les Mis Rables,Musical,2014,6,Summer
6/8/14,733879,892240,0.8225,100.35,250,7313,7256,1.008,A Gentleman S Guide To Love And Murder,Musical,2014,6,Summer
6/8/14,262224,586096,0.4474,65.28,125,4017,5152,0.78,Casa Valentina,Play,2014,6,Summer
6/8/14,967335,1274820,0.7588,91,250,10630,11456,0.928,Matilda,Musical,2014,6,Summer
6/8/14,1924272,1681127,1.1446,126.64,300,15195,15424,0.985,Wicked,Musical,2014,6,Summer
6/8/14,548081,1049036,0.5225,90.92,225,6028,7920,0.761,Pippin,Musical,2014,6,Summer
6/8/14,148964,784072,0.19,24.1,173,6182,7616,0.812,Holler If Ya Hear Me,Play,2014,6,Summer
6/8/14,376607,771400,0.4882,79.07,142,4763,5872,0.811,Violet,Musical,2014,6,Summer
6/8/14,417565,716608,0.5827,85.32,223,4894,6976,0.702,The Realistic Joneses,Play,2014,6,Summer
6/8/14,798936,1613840,0.4951,78.57,297,10169,14008,0.726,Cinderella,Musical,2014,6,Summer
6/8/14,515296,995336,0.5177,82.62,197,6237,8288,0.753,After Midnight,Musical,2014,6,Summer
6/15/14,731192,984920,0.7424,111.06,162,6584,7144,0.922,Cabaret,Musical,2014,6,Summer
6/15/14,1372011,1486772,0.9228,125.77,349,10909,11392,0.958,Kinky Boots,Musical,2014,6,Summer
6/15/14,1604507,1390976,1.1535,183.33,477,8752,8528,1.026,The Book Of Mormon,Musical,2014,6,Summer
6/15/14,567578,995336,0.5702,85.69,197,6624,8288,0.799,After Midnight,Musical,2014,6,Summer
6/15/14,761451,1263688,0.6026,88.24,248,8629,12128,0.711,Rocky,Musical,2014,6,Summer
6/15/14,1290437,1093160,1.1805,154.21,348,8368,8368,1,A Raisin In The Sun,Play,2014,6,Summer
6/15/14,1071625,834413,1.2843,148.51,248,7216,7049,1.024,Hedwig And The Angry Inch,Musical,2014,6,Summer
6/15/14,820918,1146588,0.716,97.28,237,8439,9824,0.859,Jersey Boys,Musical,2014,6,Summer
6/15/14,1047222,1274820,0.8215,93.34,250,11219,11456,0.979,Matilda,Musical,2014,6,Summer
6/15/14,802082,1290160,0.6217,92.81,223,8642,10488,0.824,If Then,Musical,2014,6,Summer
6/15/14,492950,994068,0.4959,81.09,186,6079,8640,0.704,Chicago,Musical,2014,6,Summer
6/15/14,773110,1516040,0.51,89.73,252,8616,13040,0.661,Bullets Over Broadway,Musical,2014,6,Summer
6/15/14,163586,892728,0.1832,24.35,173,6719,8704,0.772,Holler If Ya Hear Me,Play,2014,6,Summer
6/15/14,1229459,1368240,0.8986,128.9,225,9538,11376,0.838,All The Way,Play,2014,6,Summer
6/15/14,565734,1049036,0.5393,87.21,225,6487,7920,0.819,Pippin,Musical,2014,6,Summer
6/15/14,1038249,1344604,0.7722,102.41,273,10138,11272,0.899,Les Mis Rables,Musical,2014,6,Summer
6/15/14,342638,771400,0.4442,80.66,142,4248,5872,0.723,Violet,Musical,2014,6,Summer
6/15/14,1332137,1443424,0.9229,96.62,252.5,13788,13784,1,Aladdin,Musical,2014,6,Summer
6/15/14,256272,586096,0.4373,66.79,125,3837,5152,0.745,Casa Valentina,Play,2014,6,Summer
6/15/14,2043643,2109804,0.9686,150.31,197.5,13596,13600,1,The Lion King,Musical,2014,6,Summer
6/15/14,1969827,1681127,1.1717,128.99,300,15271,15424,0.99,Wicked,Musical,2014,6,Summer
6/15/14,438506,928638,0.4722,78.91,197.5,5557,8472,0.656,Once,Musical,2014,6,Summer
6/15/14,457174,526740,0.8679,117.95,300,3876,4092,0.947,Lady Day At Emerson S Bar Grill,Musical,2014,6,Summer
6/15/14,851262,892240,0.9541,121.89,327,6984,7256,0.963,A Gentleman S Guide To Love And Murder,Musical,2014,6,Summer
6/15/14,760204,1613840,0.4711,73.8,297,10301,14008,0.735,Cinderella,Musical,2014,6,Summer
6/15/14,770524,1049886,0.7339,84.98,199,9067,9480,0.956,Newsies,Musical,2014,6,Summer
6/15/14,806630,943977,0.8545,99.29,223,8124,8584,0.946,Of Mice And Men,Play,2014,6,Summer
6/15/14,370426,790920,0.4683,71.76,135,5162,6504,0.794,Act One,Play,2014,6,Summer
6/15/14,629849,1121208,0.5618,83.97,225,7501,9328,0.804,Mamma Mia ,Musical,2014,6,Summer
6/15/14,515389,970200,0.5312,89.23,248,5776,8584,0.673,The Cripple Of Inishmaan,Play,2014,6,Summer
6/15/14,280008,535999,0.5224,78.02,197,3589,4664,0.77,Rock Of Ages,Musical,2014,6,Summer
6/15/14,1170050,1244416,0.9402,141.55,275,8266,8208,1.007,Beautiful,Musical,2014,6,Summer
6/15/14,984109,1372931,0.7168,84.21,200,11686,12840,0.91,The Phantom Of The Opera,Musical,2014,6,Summer
6/15/14,991944,1417100,0.7,99.71,250,9948,12056,0.825,Motown The Musical,Musical,2014,6,Summer
6/15/14,156116,767440,0.2034,55.4,225,2818,6416,0.439,Mothers And Sons,Play,2014,6,Summer
6/15/14,442302,716608,0.6172,88.09,223,5021,6976,0.72,The Realistic Joneses,Play,2014,6,Summer
6/22/14,1061896,1417100,0.7493,99.2,250,10705,12056,0.888,Motown The Musical,Musical,2014,6,Summer
6/22/14,753329,984920,0.7649,108.28,162,6957,7144,0.974,Cabaret,Musical,2014,6,Summer
6/22/14,182859,586096,0.312,49.46,125,3697,5152,0.718,Casa Valentina,Play,2014,6,Summer
6/22/14,699139,1121208,0.6236,85.92,225,8137,9328,0.872,Mamma Mia ,Musical,2014,6,Summer
6/22/14,1196533,1285264,0.931,144.86,275,8260,8208,1.006,Beautiful,Musical,2014,6,Summer
6/22/14,901367,892240,1.0102,124.98,327,7212,7256,0.994,A Gentleman S Guide To Love And Murder,Musical,2014,6,Summer
6/22/14,253788,767440,0.3307,65.02,225,3903,6416,0.608,Mothers And Sons,Play,2014,6,Summer
6/22/14,1394435,1486772,0.9379,126.28,349,11042,11392,0.969,Kinky Boots,Musical,2014,6,Summer
6/22/14,649664,995336,0.6527,89.02,197,7298,8288,0.881,After Midnight,Musical,2014,6,Summer
6/22/14,891861,1613840,0.5526,76.75,297,11621,14008,0.83,Cinderella,Musical,2014,6,Summer
6/22/14,1075812,1344604,0.8001,103.72,273,10372,11272,0.92,Les Mis Rables,Musical,2014,6,Summer
6/22/14,2098868,2145914,0.9781,154.31,197.5,13602,13600,1,The Lion King,Musical,2014,6,Summer
6/22/14,635836,1049036,0.6061,90.09,225,7058,7920,0.891,Pippin,Musical,2014,6,Summer
6/22/14,1325987,1443424,0.9186,96.14,252.5,13792,13784,1.001,Aladdin,Musical,2014,6,Summer
6/22/14,342877,771400,0.4445,79.83,142,4295,5872,0.731,Violet,Musical,2014,6,Summer
6/22/14,575156,722920,0.7956,114.01,302,5045,5456,0.925,Lady Day At Emerson S Bar Grill,Musical,2014,6,Summer
6/22/14,552275,994068,0.5556,80.68,186,6845,8640,0.792,Chicago,Musical,2014,6,Summer
6/22/14,799894,1063838,0.7519,85.1,199,9400,9480,0.992,Newsies,Musical,2014,6,Summer
6/22/14,873965,1290160,0.6774,99.8,223,8757,10488,0.835,If Then,Musical,2014,6,Summer
6/22/14,170652,805439,0.2119,32.84,173,5196,8888,0.585,Holler If Ya Hear Me,Play,2014,6,Summer
6/22/14,502457,970200,0.5179,88.51,248,5677,8584,0.661,The Cripple Of Inishmaan,Play,2014,6,Summer
6/22/14,419041,716608,0.5848,80.43,223,5210,6976,0.747,The Realistic Joneses,Play,2014,6,Summer
6/22/14,855987,943977,0.9068,101.78,223,8410,8584,0.98,Of Mice And Men,Play,2014,6,Summer
6/22/14,1641677,1390976,1.1802,187.58,477,8752,8528,1.026,The Book Of Mormon,Musical,2014,6,Summer
6/22/14,756559,1516040,0.499,90.6,252,8351,13040,0.64,Bullets Over Broadway,Musical,2014,6,Summer
6/22/14,1069433,834413,1.2817,148.33,248,7210,7049,1.023,Hedwig And The Angry Inch,Musical,2014,6,Summer
6/22/14,901234,1146588,0.786,101.18,237,8907,9824,0.907,Jersey Boys,Musical,2014,6,Summer
6/22/14,1425001,1368240,1.0415,133.34,225,10687,11376,0.939,All The Way,Play,2014,6,Summer
6/22/14,1030511,1372931,0.7506,87.12,200,11828,12840,0.921,The Phantom Of The Opera,Musical,2014,6,Summer
6/22/14,487451,928638,0.5249,80.62,197.5,6046,8472,0.714,Once,Musical,2014,6,Summer
6/22/14,1139392,1274820,0.8938,98.79,250,11533,11456,1.007,Matilda,Musical,2014,6,Summer
6/22/14,719363,1263688,0.5693,87.79,248,8194,12128,0.676,Rocky,Musical,2014,6,Summer
6/22/14,341945,535999,0.638,83.81,197,4080,4664,0.875,Rock Of Ages,Musical,2014,6,Summer
6/22/14,2027347,1681127,1.2059,131.44,300,15424,15424,1,Wicked,Musical,2014,6,Summer
6/29/14,159571,917016,0.174,44.96,173,3549,8888,0.399,Holler If Ya Hear Me,Play,2014,6,Summer
6/29/14,1382680,1486772,0.93,125.02,349,11060,11392,0.971,Kinky Boots,Musical,2014,6,Summer
6/29/14,516636,994068,0.5197,79.58,186,6492,8640,0.751,Chicago,Musical,2014,6,Summer
6/29/14,1176510,1274820,0.9229,102.27,250,11504,11456,1.004,Matilda,Musical,2014,6,Summer
6/29/14,340375,771400,0.4412,78.43,142,4340,5872,0.739,Violet,Musical,2014,6,Summer
6/29/14,479510,922885,0.5196,78.87,197.5,6080,8472,0.718,Once,Musical,2014,6,Summer
6/29/14,1069004,834413,1.2811,148.23,248,7212,7049,1.023,Hedwig And The Angry Inch,Musical,2014,6,Summer
6/29/14,1059347,1344604,0.7879,104.17,273,10169,11272,0.902,Les Mis Rables,Musical,2014,6,Summer
6/29/14,627679,1049036,0.5983,88.33,225,7106,7920,0.897,Pippin,Musical,2014,6,Summer
6/29/14,1502696,1443424,1.0411,109.02,252.5,13784,13784,1,Aladdin,Musical,2014,6,Summer
6/29/14,2044928,2146403,0.9527,150.35,197.5,13601,13600,1,The Lion King,Musical,2014,6,Summer
6/29/14,909479,1146588,0.7932,101.5,237,8960,9824,0.912,Jersey Boys,Musical,2014,6,Summer
6/29/14,537508,634260,0.8475,119.85,302,4485,4774,0.939,Lady Day At Emerson S Bar Grill,Musical,2014,6,Summer
6/29/14,793740,1075914,0.7377,86.19,199,9209,9480,0.971,Newsies,Musical,2014,6,Summer
6/29/14,428156,716608,0.5975,84.78,223,5050,6976,0.724,The Realistic Joneses,Play,2014,6,Summer
6/29/14,531522,970200,0.5478,87.22,248,6094,8584,0.71,The Cripple Of Inishmaan,Play,2014,6,Summer
6/29/14,954358,1372931,0.6951,85.62,200,11147,12840,0.868,The Phantom Of The Opera,Musical,2014,6,Summer
6/29/14,319029,535999,0.5952,80.77,197,3950,4664,0.847,Rock Of Ages,Musical,2014,6,Summer
6/29/14,711332,1263688,0.5629,86.28,248,8244,12128,0.68,Rocky,Musical,2014,6,Summer
6/29/14,840010,943977,0.8899,100.85,223,8329,8584,0.97,Of Mice And Men,Play,2014,6,Summer
6/29/14,1235339,1284432,0.9618,149.61,275,8257,8208,1.006,Beautiful,Musical,2014,6,Summer
6/29/14,927487,892240,1.0395,127.26,327,7288,7256,1.004,A Gentleman S Guide To Love And Murder,Musical,2014,6,Summer
6/29/14,235016,586096,0.401,53.36,125,4404,5152,0.855,Casa Valentina,Play,2014,6,Summer
6/29/14,992537,1417100,0.7004,96.73,250,10261,12056,0.851,Motown The Musical,Musical,2014,6,Summer
6/29/14,926669,1613840,0.5742,78.63,297,11785,14008,0.841,Cinderella,Musical,2014,6,Summer
6/29/14,1623495,1368240,1.1866,141.62,225,11464,11376,1.008,All The Way,Play,2014,6,Summer
6/29/14,2107598,1681127,1.2537,137.27,300,15354,15424,0.995,Wicked,Musical,2014,6,Summer
6/29/14,729731,984920,0.7409,109.39,162,6671,7144,0.934,Cabaret,Musical,2014,6,Summer
6/29/14,767964,995336,0.7716,93.85,197,8183,8288,0.987,After Midnight,Musical,2014,6,Summer
6/29/14,887879,1290160,0.6882,95.83,223,9265,10488,0.883,If Then,Musical,2014,6,Summer
6/29/14,1658638,1390976,1.1924,189.52,477,8752,8528,1.026,The Book Of Mormon,Musical,2014,6,Summer
6/29/14,695609,1121208,0.6204,85.74,225,8113,9328,0.87,Mamma Mia ,Musical,2014,6,Summer
6/29/14,602629,1516040,0.3975,86.41,252,6974,13040,0.535,Bullets Over Broadway,Musical,2014,6,Summer
7/6/14,1237182,1434339,0.8625,114.68,349,10788,11392,0.947,Kinky Boots,Musical,2014,7,Summer
7/6/14,420300,716608,0.5865,72.57,223,5792,6976,0.83,The Realistic Joneses,Play,2014,7,Summer
7/6/14,1180965,1284432,0.9194,143.04,275,8256,8208,1.006,Beautiful,Musical,2014,7,Summer
7/6/14,471917,630850,0.7481,109.85,302,4296,4774,0.9,Lady Day At Emerson S Bar Grill,Musical,2014,7,Summer
7/6/14,428194,913913,0.4685,57.83,197.5,7404,8472,0.874,Once,Musical,2014,7,Summer
7/6/14,658070,1596410,0.4122,70.71,297,9307,14008,0.664,Cinderella,Musical,2014,7,Summer
7/6/14,247921,674975,0.3673,62.43,142,3971,5138,0.773,Violet,Musical,2014,7,Summer
7/6/14,822944,1134776,0.7252,93.65,237,8787,9824,0.894,Jersey Boys,Musical,2014,7,Summer
7/6/14,988962,1323560,0.7472,95.25,273,10383,11272,0.921,Les Mis Rables,Musical,2014,7,Summer
7/6/14,550166,1042782,0.5276,83.75,225,6569,7920,0.829,Pippin,Musical,2014,7,Summer
7/6/14,1498146,1443424,1.0379,108.68,252.5,13785,13784,1,Aladdin,Musical,2014,7,Summer
7/6/14,2066169,2171624,0.9514,151.91,197.5,13601,13600,1,The Lion King,Musical,2014,7,Summer
7/6/14,699637,1063838,0.6577,80.32,199,8711,9480,0.919,Newsies,Musical,2014,7,Summer
7/6/14,467389,960390,0.4867,80.38,248,5815,8584,0.677,The Cripple Of Inishmaan,Play,2014,7,Summer
7/6/14,1001126,1372931,0.7292,85.82,200,11666,12840,0.909,The Phantom Of The Opera,Musical,2014,7,Summer
7/6/14,755356,935462,0.8075,93.06,223,8117,8584,0.946,Of Mice And Men,Play,2014,7,Summer
7/6/14,625635,1263688,0.4951,69.4,248,9015,12128,0.743,Rocky,Musical,2014,7,Summer
7/6/14,144773,917016,0.1579,30.63,173,4726,8888,0.532,Holler If Ya Hear Me,Play,2014,7,Summer
7/6/14,644803,1114256,0.5787,78.55,225,8209,9328,0.88,Mamma Mia ,Musical,2014,7,Summer
7/6/14,492009,1505700,0.3268,73.63,252,6682,13040,0.512,Bullets Over Broadway,Musical,2014,7,Summer
7/6/14,303796,535999,0.5668,75.03,197,4049,4664,0.868,Rock Of Ages,Musical,2014,7,Summer
7/6/14,801037,1290160,0.6209,89.79,223,8921,10488,0.851,If Then,Musical,2014,7,Summer
7/6/14,526548,994068,0.5297,80.98,186,6502,8640,0.753,Chicago,Musical,2014,7,Summer
7/6/14,886839,892240,0.9939,121.57,327,7295,7256,1.005,A Gentleman S Guide To Love And Murder,Musical,2014,7,Summer
7/6/14,684807,984920,0.6953,108.51,162,6311,7144,0.883,Cabaret,Musical,2014,7,Summer
7/6/14,833702,1417100,0.5883,91.7,250,9092,12056,0.754,Motown The Musical,Musical,2014,7,Summer
7/6/14,1023210,829803,1.2331,141.84,248,7214,7049,1.023,Hedwig And The Angry Inch,Musical,2014,7,Summer
7/6/14,1988092,1681127,1.1826,129.21,300,15387,15424,0.998,Wicked,Musical,2014,7,Summer
7/6/14,1578566,1390976,1.1349,180.37,477,8752,8528,1.026,The Book Of Mormon,Musical,2014,7,Summer
7/6/14,1089356,1262375,0.8629,95.17,250,11446,11456,0.999,Matilda,Musical,2014,7,Summer
7/13/14,284152,535999,0.5301,77.34,197,3674,4664,0.788,Rock Of Ages,Musical,2014,7,Summer
7/13/14,1253526,1284432,0.9759,151.87,275,8254,8208,1.006,Beautiful,Musical,2014,7,Summer
7/13/14,514101,994068,0.5172,79.57,186,6461,8640,0.748,Chicago,Musical,2014,7,Summer
7/13/14,626679,1516040,0.4134,79.13,252,7920,13040,0.607,Bullets Over Broadway,Musical,2014,7,Summer
7/13/14,536051,1049036,0.511,90.15,225,5946,7920,0.751,Pippin,Musical,2014,7,Summer
7/13/14,420569,920197,0.457,73.8,197.5,5699,8472,0.673,Once,Musical,2014,7,Summer
7/13/14,596630,970200,0.615,81.73,248,7300,8584,0.85,The Cripple Of Inishmaan,Play,2014,7,Summer
7/13/14,549125,634260,0.8658,119.48,302,4596,4774,0.963,Lady Day At Emerson S Bar Grill,Musical,2014,7,Summer
7/13/14,698652,1121208,0.6231,84.21,225,8297,9328,0.889,Mamma Mia ,Musical,2014,7,Summer
7/13/14,1101510,1274820,0.8641,95.78,250,11501,11456,1.004,Matilda,Musical,2014,7,Summer
7/13/14,809887,984920,0.8223,108.47,350,6701,7144,0.938,Cabaret,Musical,2014,7,Summer
7/13/14,800648,1290160,0.6206,90.17,223,8879,10488,0.847,If Then,Musical,2014,7,Summer
7/13/14,901681,892240,1.0106,123.55,327,7298,7256,1.006,A Gentleman S Guide To Love And Murder,Musical,2014,7,Summer
7/13/14,1072311,834413,1.2851,148.66,248,7213,7049,1.023,Hedwig And The Angry Inch,Musical,2014,7,Summer
7/13/14,866511,1417100,0.6115,93.94,250,9224,12056,0.765,Motown The Musical,Musical,2014,7,Summer
7/13/14,862862,943977,0.9141,101.66,223,8488,8584,0.989,Of Mice And Men,Play,2014,7,Summer
7/13/14,857349,1146588,0.7477,100.35,237,8544,9824,0.87,Jersey Boys,Musical,2014,7,Summer
7/13/14,1621274,1390976,1.1656,185.25,477,8752,8528,1.026,The Book Of Mormon,Musical,2014,7,Summer
7/13/14,1936778,1681127,1.1521,129,300,15014,15424,0.973,Wicked,Musical,2014,7,Summer
7/13/14,626984,1263688,0.4962,81.5,248,7693,12128,0.634,Rocky,Musical,2014,7,Summer
7/13/14,306668,771400,0.3975,69.29,142,4426,5872,0.754,Violet,Musical,2014,7,Summer
7/13/14,977007,1372931,0.7116,84.96,200,11500,12840,0.896,The Phantom Of The Opera,Musical,2014,7,Summer
7/13/14,2151409,2247543,0.9572,160.74,197.5,13384,13600,0.984,The Lion King,Musical,2014,7,Summer
7/13/14,1206479,1486772,0.8115,117.01,349,10311,11392,0.905,Kinky Boots,Musical,2014,7,Summer
7/13/14,154948,917016,0.169,38.44,173,4031,8888,0.454,Holler If Ya Hear Me,Play,2014,7,Summer
7/13/14,654306,1613840,0.4054,71.1,297,9203,14008,0.657,Cinderella,Musical,2014,7,Summer
7/13/14,745988,1095930,0.6807,80.45,199,9273,9480,0.978,Newsies,Musical,2014,7,Summer
7/13/14,1517996,1443424,1.0517,110.14,252.5,13783,13784,1,Aladdin,Musical,2014,7,Summer
7/13/14,982762,1344604,0.7309,98.55,273,9972,11272,0.885,Les Mis Rables,Musical,2014,7,Summer
7/20/14,747181,1613840,0.463,73.07,297,10225,14008,0.73,Cinderella,Musical,2014,7,Summer
7/20/14,831305,984920,0.844,121.7,350,6831,7144,0.956,Cabaret,Musical,2014,7,Summer
7/20/14,983055,1417100,0.6937,95.53,250,10290,12056,0.854,Motown The Musical,Musical,2014,7,Summer
7/20/14,873784,1146588,0.7621,100.59,237,8687,9824,0.884,Jersey Boys,Musical,2014,7,Summer
7/20/14,1542832,1443424,1.0689,111.95,252.5,13781,13784,1,Aladdin,Musical,2014,7,Summer
7/20/14,957145,892240,1.0727,130.31,327,7345,7256,1.012,A Gentleman S Guide To Love And Murder,Musical,2014,7,Summer
7/20/14,740711,970200,0.7635,88.63,248,8357,8584,0.974,The Cripple Of Inishmaan,Play,2014,7,Summer
7/20/14,774592,1121208,0.6909,88.36,225,8766,9328,0.94,Mamma Mia ,Musical,2014,7,Summer
7/20/14,1817551,1564848,1.1615,184.6,477,9846,9594,1.026,The Book Of Mormon,Musical,2014,7,Summer
7/20/14,626694,1049036,0.5974,85.9,225,7296,7920,0.921,Pippin,Musical,2014,7,Summer
7/20/14,674063,1265088,0.5328,80.89,248,8333,12128,0.687,Rocky,Musical,2014,7,Summer
7/20/14,862977,1083202,0.7967,92.21,199,9359,9480,0.987,Newsies,Musical,2014,7,Summer
