Week,Gross,Pot_Gross,Potential_Gross_Percent,Average_Paid_Ticket,Top_Ticket,Seats_Sold,Total_Seats,Capacity,Show_Name,Type,Year,Month,Season
11/14/10,583604,1159600,0.5033,66.6,300,8763,10752,0.815,In The Heights,Musical,2010,11,Fall
11/14/10,266849,649440,0.4109,58.34,117,4574,5920,0.773,Mrswarren S Profession,Play,2010,11,Fall
11/14/10,516090,805272,0.6409,80.7,225,6395,7976,0.802,Rock Of Ages,Musical,2010,11,Fall
11/14/10,500948,1109700,0.4514,83.38,250,6008,9712,0.619,Million Dollar Quartet,Play,2010,11,Fall
11/14/10,364162,885200,0.4114,57.12,127,6375,8016,0.795,Brief Encounter,Play,2010,11,Fall
11/14/10,510275,795440,0.6415,74.24,115,6873,8016,0.857,Women On The Verge Of A Nervous Breakdown,Musical,2010,11,Fall
11/14/10,906673,1264304,0.7171,90.13,250,10060,11760,0.855,Memphis,Musical,2010,11,Fall
11/14/10,305606,767492,0.3982,55.36,250,5520,7200,0.767,The Scottsboro Boys,Play,2010,11,Fall
11/14/10,373063,726800,0.5133,69.01,200,5406,6320,0.855,Lombardi,Play,2010,11,Fall
11/14/10,611698,1386950,0.441,61.92,252,9879,11392,0.867,Elf,Musical,2010,11,Fall
11/14/10,301329,835800,0.3605,43.66,105,6902,8344,0.827,A Free Man Of Color,Play,2010,11,Fall
11/14/10,132930,428520,0.3102,52.13,150,2550,4696,0.543,Colin Quinnlong Story Short,Play,2010,11,Fall
11/14/10,188300,882060,0.2135,34.51,225,5456,8448,0.646,Elling,Play,2010,11,Fall
11/14/10,1073888,1608290,0.6677,97.09,250,11061,13976,0.791,Promises Promises,Musical,2010,11,Fall
11/14/10,681345,744330,0.9154,123.77,300,5505,6432,0.856,Driving Miss Daisy,Play,2010,11,Fall
11/14/10,1567087,1566495,1.0004,110.47,300,14185,14472,0.98,Wicked,Musical,2010,11,Fall
11/14/10,1018637,1407240,0.7239,102.03,300,9984,12152,0.822,The Addams Family,Musical,2010,11,Fall
11/14/10,277060,615920,0.4498,59.8,200,4633,6176,0.75,Next To Normal,Musical,2010,11,Fall
11/14/10,459796,953640,0.4821,76.54,185,6007,8640,0.695,Chicago,Musical,2010,11,Fall
11/14/10,1371477,1526632,0.8984,110.22,250,12443,13416,0.927,The Lion King,Musical,2010,11,Fall
11/14/10,512909,906512,0.5658,85.74,250,5982,8456,0.707,La Cage Aux Folles 2010 2011,Musical,2010,11,Fall
11/14/10,758863,1382990,0.5487,74.65,161.5,10165,14376,0.707,Mary Poppins,Musical,2010,11,Fall
11/14/10,414792,842920,0.4921,79.86,250,5194,8632,0.602,Time Stands Still,Play,2010,11,Fall
11/14/10,848045,913070,0.9288,121.69,300,6969,6912,1.008,The Merchant Of Venice,Play,2010,11,Fall
11/14/10,608504,1233520,0.4933,76.61,190,7943,11584,0.686,Raina Tribute To The Beatles On Broadway,Play,2010,11,Fall
11/14/10,1104868,1172640,0.9422,116.56,350,9479,9824,0.965,Jersey Boys,Musical,2010,11,Fall
11/14/10,450231,873761,0.5153,74.78,225,6021,8240,0.731,Fela ,Musical,2010,11,Fall
11/14/10,1014035,1327900,0.7636,98.28,250,10318,11368,0.908,Billy Elliotthe Musical,Musical,2010,11,Fall
11/14/10,509903,877710,0.5809,88.28,297,5776,7448,0.776,A Little Night Music,Musical,2010,11,Fall
11/14/10,514127,1326940,0.3875,70.65,250,7277,13672,0.532,American Idiot,Musical,2010,11,Fall
11/14/10,679066,1392960,0.4875,74.02,300,9174,13576,0.676,West Side Story,Musical,2010,11,Fall
11/14/10,836660,1385392,0.6039,84.85,200,9860,11984,0.823,Mamma Mia ,Musical,2010,11,Fall
11/14/10,601504,974960,0.617,83.57,225,7198,8440,0.853,The Pee Wee Herman Show,Play,2010,11,Fall
11/14/10,358813,924060,0.3883,60.69,190,5912,8240,0.717,Bloody Bloody Andrew Jackson,Musical,2010,11,Fall
11/14/10,206017,951840,0.2164,64.7,250,3184,8568,0.372,A Life In The Theatre,Play,2010,11,Fall
11/14/10,203784,570564,0.3572,52.16,121,3907,5200,0.751,The Pitmen Painters,Play,2010,11,Fall
11/14/10,302309,918674,0.3291,67.51,300,4478,8056,0.556,La Bete,Play,2010,11,Fall
11/14/10,721596,1349510,0.5347,79.67,200,9057,12920,0.701,The Phantom Of The Opera,Musical,2010,11,Fall
11/21/10,491712,873761,0.5628,71.3,225,6896,8240,0.837,Fela ,Musical,2010,11,Fall
11/21/10,241611,615920,0.3923,57.68,200,4189,6176,0.678,Next To Normal,Musical,2010,11,Fall
11/21/10,283054,767492,0.3688,58.01,250,4879,7200,0.678,The Scottsboro Boys,Play,2010,11,Fall
11/21/10,360247,953640,0.3778,76.05,185,4737,8640,0.548,Chicago,Musical,2010,11,Fall
11/21/10,214454,920614,0.2329,58.01,300,3697,8056,0.459,La Bete,Play,2010,11,Fall
11/21/10,1509711,1566495,0.9638,108.36,300,13933,14472,0.963,Wicked,Musical,2010,11,Fall
11/21/10,1331448,1526632,0.8721,112.99,250,11784,13416,0.878,The Lion King,Musical,2010,11,Fall
11/21/10,342435,924060,0.3706,61.39,190,5578,8240,0.677,Bloody Bloody Andrew Jackson,Musical,2010,11,Fall
11/21/10,702952,1382990,0.5083,75.46,161.5,9316,14376,0.648,Mary Poppins,Musical,2010,11,Fall
11/21/10,462325,795440,0.5812,76.82,115,6018,8016,0.751,Women On The Verge Of A Nervous Breakdown,Musical,2010,11,Fall
11/21/10,455652,877710,0.5191,88.05,297,5175,7448,0.695,A Little Night Music,Musical,2010,11,Fall
11/21/10,261305,649440,0.4024,55.81,117,4682,5920,0.791,Mrswarren S Profession,Play,2010,11,Fall
11/21/10,727178,744330,0.977,122.5,300,5936,6432,0.923,Driving Miss Daisy,Play,2010,11,Fall
11/21/10,634172,1349510,0.4699,80.07,200,7920,12920,0.613,The Phantom Of The Opera,Musical,2010,11,Fall
11/21/10,706711,1385392,0.5101,83.65,200,8448,11984,0.705,Mamma Mia ,Musical,2010,11,Fall
11/21/10,384934,885200,0.4349,62.58,127,6151,8016,0.767,Brief Encounter,Play,2010,11,Fall
11/21/10,145070,882060,0.1645,22.03,225,6585,8448,0.779,Elling,Play,2010,11,Fall
11/21/10,793110,762945,1.0395,134.4,300,5901,5760,1.024,The Merchant Of Venice,Play,2010,11,Fall
11/21/10,453826,1109700,0.409,84.59,250,5365,9712,0.552,Million Dollar Quartet,Play,2010,11,Fall
11/21/10,1042020,1327900,0.7847,104.27,250,9993,11368,0.879,Billy Elliotthe Musical,Musical,2010,11,Fall
11/21/10,441617,906512,0.4872,86.93,250,5080,8456,0.601,La Cage Aux Folles 2010 2011,Musical,2010,11,Fall
11/21/10,424119,842920,0.5032,84.42,250,5024,8632,0.582,Time Stands Still,Play,2010,11,Fall
11/21/10,1068792,1172640,0.9114,117.73,350,9078,9824,0.924,Jersey Boys,Musical,2010,11,Fall
11/21/10,586987,1392960,0.4214,75.84,300,7740,13576,0.57,West Side Story,Musical,2010,11,Fall
11/21/10,588633,1233520,0.4772,78.56,190,7493,11584,0.647,Raina Tribute To The Beatles On Broadway,Play,2010,11,Fall
11/21/10,594217,980240,0.6062,99.83,225,5952,8440,0.705,The Pee Wee Herman Show,Play,2010,11,Fall
11/21/10,918316,1407240,0.6526,103.34,300,8886,12152,0.731,The Addams Family,Musical,2010,11,Fall
11/21/10,213364,951840,0.2242,55.22,250,3864,8568,0.451,A Life In The Theatre,Play,2010,11,Fall
11/21/10,466633,805272,0.5795,81,225,5761,7976,0.722,Rock Of Ages,Musical,2010,11,Fall
11/21/10,426646,1326940,0.3215,67.73,250,6299,13672,0.461,American Idiot,Musical,2010,11,Fall
11/21/10,159562,570564,0.2797,49.11,121,3249,5200,0.625,The Pitmen Painters,Play,2010,11,Fall
11/21/10,498758,1159600,0.4301,68.43,300,7289,10752,0.678,In The Heights,Musical,2010,11,Fall
11/21/10,252784,880750,0.287,41.83,115,6043,8344,0.724,A Free Man Of Color,Play,2010,11,Fall
11/21/10,342017,726800,0.4706,69.94,200,4890,6320,0.774,Lombardi,Play,2010,11,Fall
11/21/10,1006158,1608290,0.6256,93.88,250,10718,13976,0.767,Promises Promises,Musical,2010,11,Fall
11/21/10,862995,1386950,0.6222,93.35,252,9245,11392,0.812,Elf,Musical,2010,11,Fall
11/21/10,794251,1264304,0.6282,90.68,250,8759,11760,0.745,Memphis,Musical,2010,11,Fall
11/21/10,143902,428520,0.3358,48.7,150,2955,4696,0.629,Colin Quinnlong Story Short,Play,2010,11,Fall
11/28/10,519409,906512,0.573,94.23,250,5512,8456,0.652,La Cage Aux Folles 2010 2011,Musical,2010,11,Fall
11/28/10,249156,951840,0.2618,55.76,250,4468,8568,0.521,A Life In The Theatre,Play,2010,11,Fall
11/28/10,541267,953640,0.5676,82.4,185,6569,8640,0.76,Chicago,Musical,2010,11,Fall
11/28/10,234290,622690,0.3763,64.33,200,3642,6176,0.59,Next To Normal,Musical,2010,11,Fall
11/28/10,2150665,1566495,1.3729,148.61,300,14472,14472,1,Wicked,Musical,2010,11,Fall
11/28/10,399881,795440,0.5027,81.03,115,4935,8016,0.616,Women On The Verge Of A Nervous Breakdown,Musical,2010,11,Fall
11/28/10,473377,877710,0.5393,85.4,297,5543,7448,0.744,A Little Night Music,Musical,2010,11,Fall
11/28/10,242441,920614,0.2633,64.56,300,3755,8056,0.466,La Bete,Play,2010,11,Fall
11/28/10,352855,847920,0.4161,84.54,250,4174,8632,0.484,Time Stands Still,Play,2010,11,Fall
11/28/10,495478,805272,0.6153,91.27,225,5429,7976,0.681,Rock Of Ages,Musical,2010,11,Fall
11/28/10,1299371,1407240,0.9233,117.52,300,11057,12152,0.91,The Addams Family,Musical,2010,11,Fall
11/28/10,328034,921640,0.3559,58.75,137,5584,8016,0.697,Brief Encounter,Play,2010,11,Fall
11/28/10,442113,924060,0.4784,82.92,190,5332,8240,0.647,Bloody Bloody Andrew Jackson,Musical,2010,11,Fall
11/28/10,194194,880750,0.2205,51.7,115,3756,8344,0.45,A Free Man Of Color,Play,2010,11,Fall
11/28/10,1160360,1069355,1.0851,140.31,300,8270,8064,1.026,The Merchant Of Venice,Play,2010,11,Fall
11/28/10,625453,980240,0.6381,105.72,225,5916,8440,0.701,The Pee Wee Herman Show,Play,2010,11,Fall
11/28/10,838078,1385392,0.6049,90.85,200,9225,11984,0.77,Mamma Mia ,Musical,2010,11,Fall
11/28/10,1269247,1172640,1.0824,132.53,350,9577,9824,0.975,Jersey Boys,Musical,2010,11,Fall
11/28/10,151610,428520,0.3538,70.42,225,2153,4696,0.458,Colin Quinnlong Story Short,Play,2010,11,Fall
11/28/10,429580,1109700,0.3871,85.56,250,5021,9712,0.517,Million Dollar Quartet,Play,2010,11,Fall
11/28/10,1406283,1507991,0.9326,130.01,352,10817,11392,0.95,Elf,Musical,2010,11,Fall
11/28/10,198048,882060,0.2245,49.11,225,4033,8448,0.477,Elling,Play,2010,11,Fall
11/28/10,876277,1392960,0.6291,83.86,300,10449,13576,0.77,West Side Story,Musical,2010,11,Fall
11/28/10,968590,1264304,0.7661,96.49,250,10038,11760,0.854,Memphis,Musical,2010,11,Fall
11/28/10,1077802,1608290,0.6702,95.85,250,11245,13976,0.805,Promises Promises,Musical,2010,11,Fall
11/28/10,524151,873761,0.5999,83.74,225,6259,8240,0.76,Fela ,Musical,2010,11,Fall
11/28/10,273250,767492,0.356,63.43,250,4308,7200,0.598,The Scottsboro Boys,Play,2010,11,Fall
11/28/10,1870565,1526632,1.2253,140.39,250,13324,13416,0.993,The Lion King,Musical,2010,11,Fall
11/28/10,1242163,1327900,0.9354,114.06,250,10890,11368,0.958,Billy Elliotthe Musical,Musical,2010,11,Fall
11/28/10,277567,726800,0.3819,74.3,200,3736,6320,0.591,Lombardi,Play,2010,11,Fall
11/28/10,1024656,1349510,0.7593,87.08,200,11767,12920,0.911,The Phantom Of The Opera,Musical,2010,11,Fall
11/28/10,1206630,1410175,0.8557,91.45,199,13195,14376,0.918,Mary Poppins,Musical,2010,11,Fall
11/28/10,624194,1159600,0.5383,84.79,300,7362,10752,0.685,In The Heights,Musical,2010,11,Fall
11/28/10,632324,652195,0.9695,123.62,300,5115,5628,0.909,Driving Miss Daisy,Play,2010,11,Fall
11/28/10,600092,1326940,0.4522,82.67,250,7259,13672,0.531,American Idiot,Musical,2010,11,Fall
11/28/10,200605,250047,0.8023,104.32,275,1923,1928,0.997,Spider Man Turn Off The Dark,Musical,2010,11,Fall
11/28/10,203921,681800,0.2991,45.18,127,4514,5920,0.763,Mrswarren S Profession,Play,2010,11,Fall
11/28/10,633666,1233520,0.5137,93.95,190,6745,11584,0.582,Raina Tribute To The Beatles On Broadway,Play,2010,11,Fall
11/28/10,127483,570564,0.2234,43.84,121,2908,5200,0.559,The Pitmen Painters,Play,2010,11,Fall
12/5/10,1566919,1566495,1.0003,114.62,300,13671,14472,0.945,Wicked,Musical,2010,12,Winter
12/5/10,1154614,1608290,0.7179,101.84,250,11337,13976,0.811,Promises Promises,Musical,2010,12,Winter
12/5/10,234199,615920,0.3802,56.38,200,4154,6176,0.673,Next To Normal,Musical,2010,12,Winter
12/5/10,468108,877710,0.5333,92.02,297,5087,7448,0.683,A Little Night Music,Musical,2010,12,Winter
12/5/10,1037838,1327900,0.7816,99.47,250,10434,11368,0.918,Billy Elliotthe Musical,Musical,2010,12,Winter
12/5/10,699239,744330,0.9394,122.46,300,5710,6432,0.888,Driving Miss Daisy,Play,2010,12,Winter
12/5/10,697675,1392960,0.5009,81.3,300,8582,13576,0.632,West Side Story,Musical,2010,12,Winter
12/5/10,1529019,1526632,1.0016,119.17,250,12831,13416,0.956,The Lion King,Musical,2010,12,Winter
12/5/10,598381,1233520,0.4851,86.02,190,6956,11584,0.6,Raina Tribute To The Beatles On Broadway,Play,2010,12,Winter
12/5/10,476229,805272,0.5914,93.16,225,5112,7976,0.641,Rock Of Ages,Musical,2010,12,Winter
12/5/10,919457,1235358,0.7443,97.11,275,9468,9640,0.982,Spider Man Turn Off The Dark,Musical,2010,12,Winter
12/5/10,154367,570564,0.2706,45.62,121,3384,5200,0.651,The Pitmen Painters,Play,2010,12,Winter
12/5/10,282465,767492,0.368,50.43,250,5601,7200,0.778,The Scottsboro Boys,Play,2010,12,Winter
12/5/10,936362,1264304,0.7406,95.29,250,9826,11760,0.836,Memphis,Musical,2010,12,Winter
12/5/10,315796,924060,0.3417,65.18,190,4845,8240,0.588,Bloody Bloody Andrew Jackson,Musical,2010,12,Winter
12/5/10,216038,920614,0.2347,66.41,300,3253,8056,0.404,La Bete,Play,2010,12,Winter
12/5/10,506223,873761,0.5794,76,225,6661,8240,0.808,Fela ,Musical,2010,12,Winter
12/5/10,690663,1349510,0.5118,81.86,200,8437,12920,0.653,The Phantom Of The Opera,Musical,2010,12,Winter
12/5/10,390465,826800,0.4723,77.17,125,5060,7760,0.652,Women On The Verge Of A Nervous Breakdown,Musical,2010,12,Winter
12/5/10,339572,842920,0.4029,79.01,250,4298,8632,0.498,Time Stands Still,Play,2010,12,Winter
12/5/10,572951,980240,0.5845,102.18,225,5607,8440,0.664,The Pee Wee Herman Show,Play,2010,12,Winter
12/5/10,496380,1159600,0.4281,68.68,300,7227,10752,0.672,In The Heights,Musical,2010,12,Winter
12/5/10,378764,885200,0.4279,61.8,127,6129,8016,0.765,Brief Encounter,Play,2010,12,Winter
12/5/10,582367,1109700,0.5248,92.03,250,6328,9712,0.652,Million Dollar Quartet,Play,2010,12,Winter
12/5/10,777759,1385392,0.5614,87.5,200,8889,11984,0.742,Mamma Mia ,Musical,2010,12,Winter
12/5/10,424812,1326940,0.3201,71.73,250,5922,13672,0.433,American Idiot,Musical,2010,12,Winter
12/5/10,1175130,1386950,0.8473,121.98,252,9634,11392,0.846,Elf,Musical,2010,12,Winter
12/5/10,1237955,1172640,1.0557,132.06,350,9374,9824,0.954,Jersey Boys,Musical,2010,12,Winter
12/5/10,1085310,1066275,1.0179,131.3,300,8266,8064,1.025,The Merchant Of Venice,Play,2010,12,Winter
12/5/10,911483,1410175,0.6464,84.68,199,10764,14376,0.749,Mary Poppins,Musical,2010,12,Winter
12/5/10,457936,953640,0.4802,81.06,185,5649,8640,0.654,Chicago,Musical,2010,12,Winter
12/5/10,261283,880750,0.2967,60.26,115,4336,8344,0.52,A Free Man Of Color,Play,2010,12,Winter
12/5/10,128644,428520,0.3002,58.1,165,2214,4696,0.471,Colin Quinnlong Story Short,Play,2010,12,Winter
12/5/10,273956,726800,0.3769,64.95,200,4218,6320,0.667,Lombardi,Play,2010,12,Winter
12/5/10,530382,906512,0.5851,92.43,250,5738,8456,0.679,La Cage Aux Folles 2010 2011,Musical,2010,12,Winter
12/5/10,937133,1407240,0.6659,111.11,300,8434,12152,0.694,The Addams Family,Musical,2010,12,Winter
12/12/10,339551,842920,0.4028,79.93,250,4248,8632,0.492,Time Stands Still,Play,2010,12,Winter
12/12/10,446401,953640,0.4681,80.68,185,5533,8640,0.64,Chicago,Musical,2010,12,Winter
12/12/10,1645313,1566495,1.0503,115.78,300,14211,14472,0.982,Wicked,Musical,2010,12,Winter
12/12/10,1239949,1608290,0.771,100.13,250,12383,13976,0.886,Promises Promises,Musical,2010,12,Winter
12/12/10,755601,1349510,0.5599,82.78,200,9128,12920,0.707,The Phantom Of The Opera,Musical,2010,12,Winter
12/12/10,515094,1159600,0.4442,66.52,300,7743,10752,0.72,In The Heights,Musical,2010,12,Winter
12/12/10,320315,826800,0.3874,69.57,125,4604,7760,0.593,Women On The Verge Of A Nervous Breakdown,Musical,2010,12,Winter
12/12/10,817276,1385392,0.5899,86.12,200,9490,11984,0.792,Mamma Mia ,Musical,2010,12,Winter
12/12/10,519928,877710,0.5924,90.88,297,5721,7448,0.768,A Little Night Music,Musical,2010,12,Winter
12/12/10,982645,1410175,0.6968,84.1,199,11684,14376,0.813,Mary Poppins,Musical,2010,12,Winter
12/12/10,153081,428520,0.3572,66.73,165,2294,4696,0.489,Colin Quinnlong Story Short,Play,2010,12,Winter
12/12/10,1074410,1066275,1.0076,129.87,300,8273,8064,1.026,The Merchant Of Venice,Play,2010,12,Winter
12/12/10,648528,1233520,0.5258,81.69,190,7939,11584,0.685,Raina Tribute To The Beatles On Broadway,Play,2010,12,Winter
12/12/10,502042,805272,0.6234,92.41,225,5433,7976,0.681,Rock Of Ages,Musical,2010,12,Winter
12/12/10,1249427,1172640,1.0655,129.64,350,9638,9824,0.981,Jersey Boys,Musical,2010,12,Winter
12/12/10,881925,1031750,0.8548,122.37,250,7207,8180,0.881,Donny And Mariea Broadway Christmas,Musical,2010,12,Winter
12/12/10,367783,924060,0.398,66.35,190,5543,8240,0.673,Bloody Bloody Andrew Jackson,Musical,2010,12,Winter
12/12/10,732896,744330,0.9846,122.09,300,6003,6432,0.933,Driving Miss Daisy,Play,2010,12,Winter
12/12/10,482459,1326940,0.3636,68.08,250,7087,13672,0.518,American Idiot,Musical,2010,12,Winter
12/12/10,300383,885200,0.3393,62.13,127,4835,8016,0.603,Brief Encounter,Play,2010,12,Winter
12/12/10,172345,570564,0.3021,44.89,121,3839,5200,0.738,The Pitmen Painters,Play,2010,12,Winter
12/12/10,1302310,1386950,0.939,120.41,352,10816,11392,0.949,Elf,Musical,2010,12,Winter
12/12/10,583281,980240,0.595,97.85,225,5961,8440,0.706,The Pee Wee Herman Show,Play,2010,12,Winter
12/12/10,1014185,1407240,0.7207,107.29,300,9453,12152,0.778,The Addams Family,Musical,2010,12,Winter
12/12/10,562152,906512,0.6201,90.45,250,6215,8456,0.735,La Cage Aux Folles 2010 2011,Musical,2010,12,Winter
12/12/10,278172,880750,0.3158,57.25,115,4859,8344,0.582,A Free Man Of Color,Play,2010,12,Winter
12/12/10,290552,726800,0.3998,65.47,200,4438,6320,0.702,Lombardi,Play,2010,12,Winter
12/12/10,757353,1392960,0.5437,79.04,300,9582,13576,0.706,West Side Story,Musical,2010,12,Winter
12/12/10,611869,1109700,0.5514,90.93,250,6729,9712,0.693,Million Dollar Quartet,Play,2010,12,Winter
12/12/10,1575589,1526632,1.0321,120.07,250,13122,13416,0.978,The Lion King,Musical,2010,12,Winter
12/12/10,454251,767492,0.5919,64.93,250,6996,7200,0.972,The Scottsboro Boys,Play,2010,12,Winter
12/12/10,253079,920614,0.2749,67.13,300,3770,8056,0.468,La Bete,Play,2010,12,Winter
12/12/10,567267,873761,0.6492,78.03,225,7270,8240,0.882,Fela ,Musical,2010,12,Winter
12/12/10,1066328,1327900,0.803,98.85,250,10787,11368,0.949,Billy Elliotthe Musical,Musical,2010,12,Winter
12/12/10,283836,615920,0.4608,60.62,200,4682,6176,0.758,Next To Normal,Musical,2010,12,Winter
12/12/10,972959,1264304,0.7696,98.24,250,9904,11760,0.842,Memphis,Musical,2010,12,Winter
12/12/10,911682,1235358,0.738,95.02,275,9595,9650,0.994,Spider Man Turn Off The Dark,Musical,2010,12,Winter
12/19/10,214439,880750,0.2435,50.42,115,4253,8344,0.51,A Free Man Of Color,Play,2010,12,Winter
12/19/10,676048,1233520,0.5481,81.79,190,8266,11584,0.714,Raina Tribute To The Beatles On Broadway,Play,2010,12,Winter
12/19/10,489532,1326940,0.3689,75.6,250,6475,13672,0.474,American Idiot,Musical,2010,12,Winter
12/19/10,637669,980240,0.6505,94.36,225,6758,8440,0.801,The Pee Wee Herman Show,Play,2010,12,Winter
12/19/10,751136,1392960,0.5392,81.45,300,9222,13576,0.679,West Side Story,Musical,2010,12,Winter
12/19/10,912688,1407240,0.6486,106.47,300,8572,12152,0.705,The Addams Family,Musical,2010,12,Winter
12/19/10,608332,1159600,0.5246,73.26,300,8304,10752,0.772,In The Heights,Musical,2010,12,Winter
12/19/10,1117422,1608290,0.6948,95.79,250,11665,13976,0.835,Promises Promises,Musical,2010,12,Winter
12/19/10,1133645,1172640,0.9667,120.56,350,9403,9824,0.957,Jersey Boys,Musical,2010,12,Winter
12/19/10,147620,428520,0.3445,64.77,165,2279,4696,0.485,Colin Quinnlong Story Short,Play,2010,12,Winter
12/19/10,431498,953640,0.4525,82.58,185,5225,8640,0.605,Chicago,Musical,2010,12,Winter
12/19/10,71928,326100,0.2206,34.76,117,2069,2960,0.699,The Importance Of Being Earnest,Play,2010,12,Winter
12/19/10,1571953,1526632,1.0297,123.84,250,12693,13416,0.946,The Lion King,Musical,2010,12,Winter
12/19/10,1631743,1566495,1.0417,115.12,300,14174,14472,0.979,Wicked,Musical,2010,12,Winter
12/19/10,278911,885200,0.3151,57.41,127,4858,8016,0.606,Brief Encounter,Play,2010,12,Winter
12/19/10,269357,826800,0.3258,63.42,125,4247,7760,0.547,Women On The Verge Of A Nervous Breakdown,Musical,2010,12,Winter
12/19/10,1036133,1485595,0.6975,90.45,275,11455,11580,0.989,Spider Man Turn Off The Dark,Musical,2010,12,Winter
12/19/10,419303,924060,0.4538,63.91,190,6561,8240,0.796,Bloody Bloody Andrew Jackson,Musical,2010,12,Winter
12/19/10,478936,805272,0.5948,89.3,225,5363,7976,0.672,Rock Of Ages,Musical,2010,12,Winter
12/19/10,1464913,1487817,0.9846,133.53,352,10971,11392,0.963,Elf,Musical,2010,12,Winter
12/19/10,645015,611280,1.0552,136.48,300,4726,4608,1.026,The Merchant Of Venice,Play,2010,12,Winter
12/19/10,713888,1385392,0.5153,87.09,200,8197,11984,0.684,Mamma Mia ,Musical,2010,12,Winter
12/19/10,238737,726800,0.3285,63.01,200,3789,6320,0.6,Lombardi,Play,2010,12,Winter
12/19/10,595313,744330,0.7998,115.55,300,5152,6432,0.801,Driving Miss Daisy,Play,2010,12,Winter
12/19/10,445007,1109700,0.401,86.39,250,5151,9712,0.53,Million Dollar Quartet,Play,2010,12,Winter
12/19/10,1047740,1444450,0.7254,117.2,250,8940,11452,0.781,Donny And Mariea Broadway Christmas,Musical,2010,12,Winter
12/19/10,761245,1349510,0.5641,80.37,200,9472,12920,0.733,The Phantom Of The Opera,Musical,2010,12,Winter
12/19/10,453873,906512,0.5007,86.92,250,5222,8456,0.618,La Cage Aux Folles 2010 2011,Musical,2010,12,Winter
12/19/10,795212,1264304,0.629,91.74,250,8668,11760,0.737,Memphis,Musical,2010,12,Winter
12/19/10,308859,615920,0.5015,58.32,200,5296,6176,0.858,Next To Normal,Musical,2010,12,Winter
12/19/10,232383,920614,0.2524,67.95,300,3420,8056,0.425,La Bete,Play,2010,12,Winter
12/19/10,914985,1410175,0.6488,84.68,199,10805,14376,0.752,Mary Poppins,Musical,2010,12,Winter
12/19/10,978780,1327900,0.7371,97.01,250,10089,11368,0.887,Billy Elliotthe Musical,Musical,2010,12,Winter
12/19/10,325677,842920,0.3864,73.24,250,4447,8632,0.515,Time Stands Still,Play,2010,12,Winter
12/19/10,438142,877710,0.4992,81.62,297,5368,7448,0.721,A Little Night Music,Musical,2010,12,Winter
12/19/10,613717,873761,0.7024,79.57,225,7713,8240,0.936,Fela ,Musical,2010,12,Winter
12/26/10,685832,1159600,0.5914,82.01,300,8363,10752,0.778,In The Heights,Musical,2010,12,Winter
12/26/10,944138,993035,0.9508,122.3,275,7720,7720,1,Spider Man Turn Off The Dark,Musical,2010,12,Winter
12/26/10,501179,911590,0.5498,72.06,190,6955,8240,0.844,Bloody Bloody Andrew Jackson,Musical,2010,12,Winter
12/26/10,614835,764541,0.8042,91.55,225,6716,7210,0.931,Fela ,Musical,2010,12,Winter
12/26/10,871951,1392960,0.626,87.63,300,9950,13576,0.733,West Side Story,Musical,2010,12,Winter
12/26/10,1149159,1410175,0.8149,89.08,199,12901,14376,0.897,Mary Poppins,Musical,2010,12,Winter
12/26/10,228582,726800,0.3145,61.15,200,3738,6320,0.591,Lombardi,Play,2010,12,Winter
12/26/10,438042,805272,0.544,84.45,225,5187,7976,0.65,Rock Of Ages,Musical,2010,12,Winter
12/26/10,1028037,1349510,0.7618,99.52,200,10330,12920,0.8,The Phantom Of The Opera,Musical,2010,12,Winter
12/26/10,1011143,1158970,0.8725,111.77,250,9047,9947,0.91,Billy Elliotthe Musical,Musical,2010,12,Winter
12/26/10,977274,1621870,0.6026,96.78,250,10098,13976,0.723,Promises Promises,Musical,2010,12,Winter
12/26/10,162716,585475,0.2779,49.58,117,3282,5180,0.634,The Importance Of Being Earnest,Play,2010,12,Winter
12/26/10,535387,857710,0.6242,101.25,225,5288,7385,0.716,The Pee Wee Herman Show,Play,2010,12,Winter
12/26/10,782329,1264304,0.6188,94.14,250,8310,11760,0.707,Memphis,Musical,2010,12,Winter
12/26/10,143850,880750,0.1633,39.52,115,3640,8344,0.436,A Free Man Of Color,Play,2010,12,Winter
12/26/10,370872,935745,0.3963,84.77,250,4375,8498,0.515,Million Dollar Quartet,Play,2010,12,Winter
12/26/10,512065,834435,0.6137,88.26,185,5802,7560,0.767,Chicago,Musical,2010,12,Winter
12/26/10,312046,609150,0.5123,63.48,200,4916,6176,0.796,Next To Normal,Musical,2010,12,Winter
12/26/10,117962,216980,0.5437,74.42,250,1585,2158,0.734,Time Stands Still,Play,2010,12,Winter
12/26/10,452784,877710,0.5159,87.38,297,5182,7448,0.696,A Little Night Music,Musical,2010,12,Winter
12/26/10,1823766,1526632,1.1946,138.85,250,13135,13416,0.979,The Lion King,Musical,2010,12,Winter
12/26/10,184011,802451,0.2293,63.91,300,2879,7049,0.408,La Bete,Play,2010,12,Winter
12/26/10,2153110,1566495,1.3745,148.78,300,14472,14472,1,Wicked,Musical,2010,12,Winter
12/26/10,373855,793198,0.4713,99.11,250,3772,7399,0.51,La Cage Aux Folles 2010 2011,Musical,2010,12,Winter
12/26/10,706360,1233520,0.5726,90.36,190,7817,11584,0.675,Raina Tribute To The Beatles On Broadway,Play,2010,12,Winter
